id,carat,cut,color,clarity,depth,table,x,y,z,price
10197,1.5,Ideal,H,VS2,62.2,57.0,7.27,7.33,4.54,10692
10198,1.23,Good,J,SI1,63.1,57.6,6.74,6.8,4.27,4870
10199,1.04,Very Good,G,VS1,63.2,56.0,6.39,6.46,4.06,6541
10200,0.53,Good,H,SI1,63.7,55.0,5.12,5.15,3.27,1132
10201,1.23,Ideal,G,VVS1,61.2,56.0,6.94,6.9,4.23,11182
10202,0.3,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65,844
10203,0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,3563
10204,1.06,Ideal,D,VVS2,62.0,57.0,6.52,6.54,4.05,11837
10205,0.54,Ideal,H,IF,60.9,57.0,5.26,5.31,3.22,2096
10206,0.27,Very Good,D,VVS1,62.3,54.0,4.18,4.21,2.61,721
10207,1.06,Ideal,H,SI2,60.1,59.0,6.65,6.63,3.99,4401
10208,0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,2513
10209,0.52,Premium,F,VS2,62.1,59.0,5.15,5.12,3.19,1720
10210,0.4,Ideal,I,VVS1,60.5,57.0,4.76,4.79,2.89,842
10211,0.3,Premium,F,VVS2,61.0,59.0,4.3,4.33,2.63,737
10212,1.03,Very Good,G,VS2,62.2,57.0,6.43,6.46,4.01,6786
10213,0.53,Ideal,H,VS2,62.4,56.0,5.18,5.17,3.23,1412
10214,0.95,Ideal,J,SI1,63.0,56.0,6.32,6.26,3.96,3275
10215,0.72,Ideal,G,SI2,60.8,57.0,5.79,5.82,3.52,2449
10216,1.01,Very Good,G,VVS2,63.3,57.0,6.31,6.36,4.01,7885
10217,2.01,Premium,F,SI2,62.0,60.0,7.88,7.82,4.87,11903
10218,0.93,Premium,G,SI2,61.7,60.0,6.25,6.2,3.84,3802
10219,1.35,Very Good,I,SI1,59.5,58.0,7.28,7.17,4.3,6573
10220,0.51,Premium,E,VVS2,59.3,59.0,5.25,5.17,3.09,2419
10221,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,4022
10222,0.23,Very Good,D,VVS2,62.0,58.0,3.94,3.96,2.45,530
10223,0.34,Premium,H,VS2,61.9,60.0,4.46,4.42,2.75,689
10224,1.01,Ideal,F,SI2,62.5,55.0,6.39,6.4,4.0,4416
10225,0.92,Very Good,D,VVS2,62.8,58.0,6.11,6.22,3.87,7150
10226,1.25,Premium,I,SI2,61.0,60.0,6.98,6.93,4.24,5040
10227,0.32,Ideal,D,VS2,62.0,54.0,4.39,4.42,2.73,912
10228,1.18,Good,G,SI1,64.2,62.0,6.6,6.51,4.25,4678
10229,0.45,Premium,G,VVS2,61.4,61.0,4.95,4.89,3.02,1181
10230,0.56,Ideal,F,SI1,62.3,55.0,5.27,5.32,3.3,1436
10231,0.46,Fair,F,SI1,66.3,56.0,4.86,4.79,3.2,984
10232,0.7,Ideal,D,SI1,62.5,55.0,5.68,5.72,3.56,2726
10233,1.06,Ideal,D,SI2,61.2,57.0,6.59,6.51,4.01,4682
10234,0.81,Premium,G,VS2,62.9,58.0,5.94,5.88,3.72,3193
10235,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,1970
10236,0.33,Ideal,F,VS2,61.9,57.0,4.4,4.42,2.73,666
10237,1.01,Good,E,SI1,63.6,60.0,6.38,6.32,4.04,5226
10238,0.33,Ideal,I,VVS2,61.0,56.0,4.48,4.51,2.74,722
10239,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,972
10240,1.05,Premium,E,I1,62.2,61.0,6.51,6.48,4.04,3293
10241,1.04,Ideal,I,SI1,61.9,54.0,6.51,6.57,4.05,4941
10242,1.53,Good,I,SI2,63.9,59.0,7.31,7.17,4.64,6238
10243,0.7,Premium,J,SI1,61.6,58.0,5.66,5.73,3.51,1666
10244,1.57,Ideal,G,SI2,62.0,56.0,7.44,7.47,4.62,8643
10245,0.23,Ideal,H,VS1,61.2,55.0,3.94,3.97,2.42,423
10246,0.36,Premium,F,VS2,59.4,56.0,4.71,4.69,2.79,905
10247,0.42,Ideal,F,VS1,61.9,57.0,4.79,4.81,2.97,1031
10248,1.01,Premium,F,VS1,62.5,58.0,6.37,6.42,4.0,7465
10249,1.16,Premium,H,SI1,60.2,59.0,6.84,6.77,4.1,5480
10250,0.59,Ideal,E,SI1,62.2,55.0,5.39,5.42,3.36,1561
10251,1.17,Ideal,G,VVS2,61.7,55.0,6.77,6.74,4.17,9110
10252,0.55,Ideal,H,VVS1,61.7,55.0,5.27,5.3,3.27,1845
10253,0.24,Very Good,G,VS1,62.4,56.0,3.99,4.03,2.5,391
10254,0.56,Ideal,D,VVS1,61.9,56.0,5.28,5.32,3.28,3465
10255,1.0,Premium,G,VS2,60.1,57.0,6.42,6.35,3.84,6272
10256,0.3,Premium,G,IF,61.0,62.0,4.34,4.32,2.64,956
10257,1.03,Very Good,F,VVS2,61.5,55.0,6.48,6.57,4.01,8998
10258,1.0,Good,E,SI1,63.7,60.0,6.29,6.24,3.99,5174
10259,0.9,Premium,I,VVS2,58.3,60.0,6.32,6.28,3.67,3931
10260,0.31,Ideal,G,VVS1,62.1,55.0,4.33,4.36,2.7,789
10261,0.41,Premium,E,SI1,62.3,56.0,4.78,4.76,2.97,1059
10262,0.33,Premium,G,VS2,61.1,59.0,4.47,4.43,2.72,743
10263,0.91,Good,E,SI1,63.5,57.0,6.07,6.11,3.87,4211
10264,1.5,Very Good,I,VVS2,62.0,53.0,7.3,7.34,4.54,10873
10265,0.51,Very Good,J,VS2,58.0,62.0,5.24,5.27,3.05,1008
10266,1.31,Very Good,I,SI2,63.5,55.0,6.97,6.89,4.4,5612
10267,0.32,Ideal,F,VVS1,61.7,55.0,4.38,4.43,2.72,867
10268,0.56,Ideal,H,SI1,61.7,56.0,5.26,5.3,3.26,1197
10269,1.06,Premium,F,I1,60.3,58.0,6.59,6.56,3.96,3158
10270,0.32,Premium,D,SI1,61.4,58.0,4.38,4.42,2.7,589
10271,1.72,Ideal,I,VS2,62.8,57.0,7.69,7.63,4.81,11226
10272,1.55,Very Good,E,I1,61.6,58.0,7.42,7.52,4.6,5974
10273,0.33,Ideal,H,VVS1,62.2,55.0,4.4,4.44,2.75,752
10274,1.5,Good,G,SI2,57.5,63.0,7.53,7.49,4.32,6006
10275,0.64,Ideal,G,IF,61.3,56.0,5.54,5.58,3.41,2790
10276,2.55,Premium,I,SI2,62.9,58.0,8.7,8.59,5.44,14351
10277,0.42,Ideal,I,SI1,62.3,54.0,4.82,4.84,3.01,654
10278,0.25,Ideal,F,VVS1,60.9,57.0,4.06,4.09,2.48,575
10279,1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,5700
10280,0.3,Ideal,E,SI1,61.6,57.0,4.32,4.29,2.65,675
10281,1.52,Very Good,F,SI2,63.1,60.0,7.25,7.21,4.56,7320
10282,0.41,Very Good,D,VS2,62.1,56.0,4.76,4.77,2.96,738
10283,0.26,Ideal,H,IF,62.1,55.0,4.09,4.13,2.55,545
10284,0.32,Very Good,E,VVS1,60.4,57.0,4.42,4.46,2.68,917
10285,0.32,Ideal,F,VVS1,62.3,55.0,4.37,4.4,2.73,854
10286,0.32,Ideal,D,VS2,61.7,54.0,4.38,4.43,2.72,758
10287,2.03,Ideal,H,SI1,64.4,54.0,7.97,7.92,5.12,16900
10288,0.31,Ideal,G,IF,61.0,55.0,4.39,4.42,2.69,871
10289,1.5,Good,I,I1,63.7,61.0,7.22,7.1,4.57,3696
10290,1.02,Premium,G,VVS2,62.6,59.0,6.46,6.41,4.03,7741
10291,0.33,Ideal,F,VS2,62.1,55.0,4.47,4.45,2.77,854
10292,0.5,Ideal,F,VVS2,60.5,56.0,5.15,5.09,3.1,2210
10293,0.34,Fair,F,I1,55.8,62.0,4.72,4.6,2.6,2160
10294,0.53,Premium,H,VS1,62.3,58.0,5.17,5.13,3.21,1607
10295,0.52,Ideal,D,VS2,61.8,56.0,5.15,5.17,3.19,1822
10296,0.71,Premium,F,SI1,62.2,58.0,5.74,5.67,3.55,2352
10297,0.7,Ideal,F,SI2,60.6,57.2,5.75,5.77,3.49,2237
10298,1.05,Premium,F,SI1,62.8,59.0,6.43,6.4,4.03,4879
10299,0.41,Premium,E,SI2,62.1,58.0,4.77,4.73,2.95,876
10300,0.3,Premium,E,SI1,59.8,60.0,4.35,4.31,2.59,675
10301,1.01,Premium,E,VS2,62.9,59.0,6.36,6.3,3.98,6606
10302,1.06,Premium,G,VS1,62.8,56.0,6.52,6.47,4.08,7130
10303,0.95,Premium,G,SI2,59.5,56.0,6.41,6.36,3.8,3724
10304,1.13,Ideal,F,SI2,60.4,56.0,6.78,6.72,4.08,4449
10305,0.51,Very Good,J,VS2,61.9,61.0,5.09,5.12,3.16,984
10306,1.33,Good,J,VS2,57.4,62.0,7.3,7.23,4.17,5251
10307,0.51,Ideal,F,VVS2,62.2,56.0,5.12,5.08,3.17,2203
10308,0.31,Ideal,F,IF,61.2,56.0,4.37,4.39,2.68,914
10309,0.35,Premium,F,VS2,61.4,59.0,4.53,4.56,2.79,706
10310,0.9,Good,H,SI1,63.1,63.0,6.04,6.1,3.83,3484
10311,0.34,Ideal,D,VS2,61.0,58.0,4.49,4.53,2.75,753
10312,0.5,Good,D,SI1,63.2,57.0,5.02,5.07,3.19,1436
10313,0.76,Very Good,G,SI1,62.6,56.0,5.86,5.9,3.68,2652
10314,1.01,Good,G,VS1,57.7,63.0,6.55,6.65,3.81,6613
10315,0.31,Ideal,H,VVS1,61.5,54.0,4.36,4.39,2.69,707
10316,1.11,Ideal,G,VS2,61.6,56.0,6.62,6.65,4.09,8400
10317,0.95,Premium,D,SI2,60.1,61.0,6.37,6.35,3.82,4341
10318,1.05,Premium,H,SI1,59.3,58.0,6.65,6.61,3.93,5161
10319,0.91,Ideal,E,SI2,61.1,58.0,6.25,6.29,3.83,3723
10320,0.54,Ideal,J,VS1,61.0,56.1,5.25,5.28,3.21,1240
10321,0.32,Ideal,I,SI1,60.9,55.0,4.45,4.48,2.72,404
10322,0.41,Ideal,J,VS2,62.4,55.0,4.75,4.77,2.97,613
10323,0.34,Ideal,F,VS2,62.5,55.0,4.48,4.51,2.81,686
10324,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,12798
10325,2.0,Good,J,SI2,61.5,61.0,7.97,8.06,4.93,11036
10326,1.09,Ideal,G,SI2,61.7,57.0,6.57,6.62,4.07,4733
10327,0.3,Good,J,SI1,63.8,56.0,4.23,4.26,2.71,351
10328,0.35,Ideal,E,VS1,61.9,56.0,4.55,4.53,2.81,1091
10329,0.57,Premium,I,VS1,61.6,58.0,5.33,5.28,3.27,1212
10330,0.31,Ideal,G,VS2,62.4,54.0,4.36,4.39,2.73,544
10331,1.01,Very Good,H,SI1,63.1,59.0,6.36,6.32,4.0,4836
10332,0.7,Premium,E,SI1,61.3,58.0,5.71,5.84,3.54,2386
10333,0.71,Ideal,E,SI2,59.3,56.0,5.89,5.84,3.48,2388
10334,0.9,Good,F,SI1,63.9,58.0,6.12,6.08,3.9,3604
10335,1.26,Premium,J,VS2,62.5,58.0,6.9,6.92,4.32,5015
10336,0.32,Premium,F,VVS2,61.8,59.0,4.42,4.38,2.72,793
10337,0.3,Good,E,VVS1,61.2,63.0,4.24,4.26,2.6,739
10338,0.9,Premium,H,VS2,61.8,58.0,6.17,6.12,3.8,4082
10339,0.5,Ideal,G,VVS2,61.0,56.0,5.13,5.14,3.13,1779
10340,1.09,Ideal,H,SI1,61.8,57.0,6.57,6.6,4.07,4965
10341,1.56,Premium,H,VS2,62.2,58.0,7.41,7.44,4.62,10424
10342,0.93,Very Good,G,VS1,62.1,59.0,6.16,6.21,3.84,4879
10343,0.23,Very Good,E,VVS1,60.9,58.0,3.95,3.96,2.41,530
10344,1.24,Ideal,H,SI2,62.0,56.0,6.9,6.87,4.27,5902
10345,1.58,Ideal,E,VS2,62.7,56.0,7.55,7.45,4.7,15721
10346,0.4,Very Good,D,VS2,59.1,57.0,4.81,4.87,2.86,982
10347,0.73,Fair,I,VVS2,64.4,59.0,5.65,5.62,3.63,2351
10348,0.4,Ideal,G,SI2,61.8,56.0,4.75,4.77,2.94,654
10349,0.84,Premium,E,SI2,59.2,59.0,6.19,6.14,3.65,3086
10350,0.32,Ideal,E,VS2,62.0,55.0,4.41,4.39,2.73,900
10351,0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,3264
10352,0.31,Ideal,G,VVS1,61.0,57.0,4.38,4.4,2.68,789
10353,1.19,Ideal,H,I1,61.5,57.0,6.83,6.79,4.19,3732
10354,1.0,Very Good,F,SI1,62.5,56.0,6.38,6.42,4.0,4643
10355,1.53,Ideal,J,VS2,61.4,58.0,7.35,7.43,4.54,7550
10356,1.02,Very Good,D,SI2,58.8,58.0,6.62,6.68,3.91,4964
10357,0.71,Ideal,G,SI2,62.8,57.0,5.68,5.63,3.55,1840
10358,0.53,Premium,F,VS2,61.4,60.0,5.21,5.18,3.19,1753
10359,0.65,Ideal,E,SI1,61.8,55.0,5.57,5.6,3.45,1862
10360,0.31,Very Good,H,VS2,61.9,58.0,4.37,4.39,2.71,489
10361,1.01,Very Good,J,SI1,62.2,57.0,6.35,6.39,3.96,4295
10362,1.01,Good,J,SI1,62.8,58.0,6.28,6.33,3.96,3399
10363,0.44,Good,E,SI2,63.2,59.0,4.8,4.85,3.05,684
10364,0.45,Ideal,J,VVS1,61.9,56.0,4.93,4.95,3.06,978
10365,0.3,Very Good,G,VS1,62.9,60.0,4.26,4.29,2.69,605
10366,0.32,Premium,G,VS2,62.6,59.0,4.33,4.36,2.72,561
10367,0.7,Very Good,F,VS2,61.7,60.0,5.63,5.65,3.48,2744
10368,0.46,Premium,E,VS1,61.7,59.0,4.93,4.96,3.05,1372
10369,1.55,Ideal,I,VS1,61.5,54.0,7.42,7.58,4.61,10384
10370,0.71,Good,G,SI1,63.9,56.0,5.62,5.59,3.58,2215
10371,0.36,Ideal,E,SI1,62.4,55.0,4.55,4.58,2.85,631
10372,0.4,Good,G,VS2,63.5,56.0,4.68,4.7,2.98,807
10373,0.55,Ideal,F,VS2,61.6,56.0,5.31,5.29,3.27,1871
10374,0.81,Premium,H,VVS2,62.8,58.0,5.92,5.89,3.71,3266
10375,1.4,Ideal,G,VS2,61.7,56.0,7.2,7.25,4.46,10311
10376,1.74,Ideal,F,SI1,62.4,57.0,7.68,7.64,4.78,14775
10377,0.53,Very Good,H,SI1,61.7,55.0,5.2,5.24,3.22,1189
10378,0.35,Good,E,SI2,64.0,55.0,4.49,4.45,2.86,588
10379,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,863
10380,0.85,Very Good,E,SI2,63.1,58.0,6.02,6.0,3.79,2966
10381,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,610
10382,0.7,Premium,I,VVS1,61.2,59.0,5.69,5.65,3.47,2536
10383,0.72,Very Good,G,VS1,63.5,55.0,5.75,5.68,3.63,2422
10384,0.3,Ideal,G,SI1,62.3,57.0,4.29,4.31,2.68,477
10385,0.25,Very Good,D,VVS2,62.1,57.0,4.02,4.07,2.51,548
10386,0.38,Premium,D,VS1,62.4,59.0,4.63,4.6,2.88,1140
10387,1.57,Ideal,H,SI1,62.4,56.0,7.42,7.45,4.64,11068
10388,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,3286
10389,0.39,Premium,J,VS2,61.3,60.0,4.65,4.68,2.86,581
10390,0.5,Very Good,D,SI1,60.6,59.0,5.08,5.12,3.09,1376
10391,0.32,Premium,F,VVS1,61.3,58.0,4.37,4.4,2.69,926
10392,0.9,Very Good,D,SI1,61.0,63.0,6.1,6.13,3.73,4381
10393,1.03,Very Good,H,VS2,59.9,59.0,6.5,6.52,3.9,5620
10394,1.21,Ideal,G,VS1,62.6,56.0,6.77,6.81,4.25,8616
10395,0.3,Very Good,G,VVS2,59.7,63.0,4.34,4.37,2.6,638
10396,1.51,Fair,H,VS2,65.0,64.0,7.1,7.03,4.59,9452
10397,0.58,Ideal,H,SI1,60.6,56.0,5.44,5.49,3.31,1386
10398,1.09,Ideal,G,VVS2,62.5,56.0,6.54,6.58,4.1,8282
10399,0.38,Ideal,G,VS2,60.6,57.0,4.7,4.73,2.86,955
10400,1.51,Very Good,E,VS2,63.3,61.0,7.24,7.17,4.56,13757
10401,0.9,Good,F,VS1,63.5,57.0,6.06,6.09,3.86,4580
10402,0.42,Premium,H,VS1,61.7,59.0,4.83,4.76,2.96,1087
10403,1.5,Premium,F,SI1,62.6,60.0,7.27,7.18,4.52,10962
10404,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,1095
10405,0.81,Premium,F,SI1,61.9,58.0,5.99,5.96,3.7,3004
10406,0.51,Very Good,E,VS2,63.5,57.0,5.09,5.05,3.22,1638
10407,0.37,Ideal,G,VS2,62.5,53.0,4.6,4.61,2.88,668
10408,0.7,Premium,H,SI1,61.1,58.0,5.74,5.79,3.52,1948
10409,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,516
10410,1.01,Very Good,D,SI2,61.8,57.0,6.42,6.47,3.98,4260
10411,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,7140
10412,0.4,Very Good,G,VVS2,61.6,58.0,4.73,4.78,2.93,925
10413,2.1,Ideal,I,SI2,63.0,56.0,8.18,8.15,5.12,10457
10414,0.27,Very Good,E,VS2,61.3,58.0,4.13,4.16,2.54,470
10415,0.81,Ideal,I,VS1,61.8,56.0,5.97,6.0,3.7,3422
10416,1.01,Premium,I,SI2,61.7,60.0,6.4,6.34,3.93,3818
10417,0.73,Very Good,G,VVS2,61.4,58.0,5.83,5.86,3.59,3288
10418,0.23,Very Good,E,VVS2,61.6,61.0,3.92,3.97,2.43,505
10419,1.01,Premium,E,VS2,63.0,60.0,6.35,6.32,3.99,6335
10420,0.35,Ideal,H,VVS1,62.3,55.0,4.55,4.51,2.82,1024
10421,1.21,Very Good,I,SI1,62.9,55.0,6.69,6.76,4.23,5452
10422,0.56,Ideal,F,VS1,61.7,56.0,5.32,5.28,3.27,2016
10423,0.71,Ideal,G,SI1,61.6,55.0,5.72,5.78,3.54,3007
10424,0.31,Ideal,E,VS2,61.8,54.0,4.34,4.37,2.69,680
10425,1.27,Premium,F,VVS2,61.3,60.0,6.9,6.99,4.26,11797
10426,0.55,Ideal,E,VS2,62.0,55.0,5.28,5.24,3.26,1715
10427,1.6,Premium,H,VS2,62.6,58.0,7.5,7.45,4.68,11508
10428,0.39,Premium,G,VS2,62.3,59.0,4.69,4.65,2.91,1009
10429,1.01,Ideal,D,SI2,63.0,54.0,6.43,6.39,4.04,4805
10430,0.43,Premium,G,VS2,61.3,58.0,4.83,4.86,2.97,867
10431,1.07,Premium,D,IF,60.9,58.0,6.67,6.57,4.03,18279
10432,0.71,Premium,I,VS1,62.5,61.0,5.68,5.64,3.54,2202
10433,0.5,Good,E,SI1,64.2,59.0,5.03,4.97,3.21,1155
10434,0.52,Ideal,G,VS1,60.9,55.0,5.16,5.22,3.16,1689
10435,0.3,Ideal,E,SI1,62.3,57.0,4.28,4.32,2.68,564
10436,0.5,Good,F,VS2,57.8,63.0,5.2,5.15,2.99,1279
10437,0.31,Very Good,H,SI1,61.4,55.0,4.36,4.44,2.7,446
10438,0.31,Ideal,D,SI1,62.3,55.0,4.37,4.33,2.71,732
10439,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1270
10440,2.03,Premium,I,SI1,59.8,59.0,8.29,8.24,4.94,12844
10441,0.53,Ideal,G,VS2,60.1,54.0,5.31,5.3,3.19,1607
10442,1.1,Premium,H,SI1,60.7,59.0,6.72,6.7,4.07,5476
10443,0.38,Good,J,VVS2,63.4,56.0,4.56,4.62,2.91,666
10444,1.01,Good,D,SI1,58.5,64.0,6.4,6.45,3.76,5271
10445,0.7,Very Good,F,SI1,60.6,58.0,5.73,5.78,3.49,2231
10446,2.06,Good,I,VS2,60.2,64.0,8.34,8.14,4.97,15046
10447,1.03,Ideal,H,VS1,61.5,57.0,6.49,6.45,3.98,4874
10448,0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,972
10449,0.28,Ideal,F,VVS2,61.1,57.0,4.22,4.26,2.59,642
10450,0.53,Ideal,H,VS2,62.3,54.0,5.19,5.21,3.24,1353
10451,0.98,Very Good,G,SI2,62.2,57.0,6.33,6.37,3.95,4542
10452,2.08,Premium,I,VVS1,62.2,58.0,8.22,8.18,5.1,15654
10453,0.53,Premium,E,SI1,62.3,60.0,5.27,5.17,3.25,1307
10454,1.07,Ideal,H,SI1,62.0,57.0,6.51,6.56,4.05,4830
10455,1.52,Ideal,I,VS2,61.3,56.0,7.44,7.41,4.55,9278
10456,0.9,Good,I,IF,63.7,64.0,6.02,6.07,3.85,3734
10457,0.74,Premium,H,SI2,60.9,61.0,5.84,5.75,3.53,1962
10458,0.28,Very Good,H,VS1,61.9,56.0,4.22,4.24,2.61,429
10459,0.33,Ideal,G,VS1,62.1,55.0,4.43,4.46,2.76,666
10460,1.23,Premium,G,VVS2,59.6,59.0,6.95,6.98,4.15,8810
10461,2.03,Ideal,J,SI2,62.1,57.0,8.06,8.12,5.02,12716
10462,1.02,Very Good,I,VS1,62.2,60.0,6.4,6.43,3.99,5302
10463,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,4389
10464,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,10085
10465,0.42,Ideal,F,SI1,62.0,57.0,4.83,4.81,2.99,992
10466,0.41,Ideal,E,VS2,62.1,56.0,4.76,4.74,2.95,999
10467,1.01,Good,E,SI1,63.3,58.0,6.37,6.39,4.04,4986
10468,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1781
10469,1.51,Very Good,F,SI1,59.4,57.0,7.48,7.57,4.47,10838
10470,1.01,Good,G,VS2,57.5,62.0,6.58,6.53,3.77,5701
10471,0.71,Premium,H,SI1,62.1,58.0,5.72,5.75,3.56,2096
10472,0.3,Premium,I,VS1,59.8,60.0,4.34,4.36,2.6,473
10473,1.04,Ideal,G,VS2,61.6,57.0,6.49,6.54,4.01,6773
10474,0.4,Good,D,VS2,61.2,62.0,4.7,4.75,2.89,827
10475,1.71,Ideal,H,VS2,63.0,57.0,7.57,7.53,4.76,10534
10476,0.41,Ideal,G,SI1,61.1,56.0,4.82,4.84,2.95,964
10477,0.31,Ideal,G,VVS1,61.9,55.0,4.38,4.41,2.72,789
10478,1.02,Good,H,SI2,61.4,60.0,6.44,6.49,3.97,4521
10479,1.51,Very Good,G,VS1,62.5,58.0,7.23,7.27,4.53,13686
10480,2.43,Premium,J,VS2,62.2,57.0,8.63,8.54,5.34,18692
10481,0.32,Ideal,F,VS2,61.9,56.0,4.41,4.44,2.74,645
10482,0.51,Ideal,G,VVS1,62.3,55.0,5.14,5.1,3.19,2111
10483,0.93,Very Good,D,SI2,62.6,57.0,6.2,6.26,3.9,4214
10484,0.36,Ideal,E,VS2,61.1,57.0,4.56,4.61,2.8,673
10485,0.31,Good,D,SI1,63.9,54.0,4.3,4.27,2.74,732
10486,1.22,Ideal,J,VS2,61.0,55.0,6.92,6.96,4.23,6052
10487,1.65,Very Good,J,SI1,61.5,58.0,7.49,7.62,4.65,7943
10488,0.32,Ideal,E,VVS2,61.5,57.0,4.4,4.41,2.71,842
10489,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,7223
10490,0.7,Fair,I,SI2,65.9,58.0,5.46,5.5,3.61,1625
10491,1.02,Very Good,E,VS1,61.0,58.0,6.46,6.52,3.96,7503
10492,0.54,Premium,H,VS2,62.6,58.0,5.19,5.16,3.24,1439
10493,1.21,Ideal,E,SI1,62.3,56.0,6.87,6.81,4.26,7088
10494,0.35,Good,I,SI1,63.6,56.0,4.53,4.5,2.87,606
10495,0.42,Ideal,D,VS2,62.4,55.0,4.79,4.83,3.0,877
10496,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,491
10497,0.57,Premium,G,VS1,62.4,58.0,5.32,5.29,3.31,1949
10498,1.25,Ideal,D,VS1,61.7,56.0,6.92,7.01,4.3,10441
10499,0.32,Premium,F,VS2,61.3,60.0,4.4,4.37,2.69,828
10500,0.31,Good,D,SI2,63.7,58.0,4.27,4.3,2.73,462
10501,1.21,Ideal,G,VS1,61.8,57.0,6.81,6.86,4.23,10685
10502,0.5,Premium,G,VS2,59.4,60.0,5.14,5.16,3.06,1354
10503,0.32,Very Good,F,VS1,62.2,55.0,4.37,4.39,2.72,616
10504,0.67,Good,F,VS1,62.3,62.0,5.5,5.59,3.46,2293
10505,1.1,Very Good,F,VS2,63.5,55.0,6.58,6.52,4.16,5218
10506,1.04,Premium,F,SI2,60.2,58.0,6.6,6.55,3.96,4717
10507,1.19,Ideal,D,VS2,60.4,56.0,6.87,6.93,4.17,7916
10508,0.3,Premium,E,VS1,60.2,57.0,4.37,4.3,2.61,814
10509,1.57,Very Good,I,VS1,59.7,61.0,7.51,7.62,4.52,10336
10510,0.3,Ideal,F,VS2,62.5,55.0,4.27,4.31,2.68,605
10511,1.7,Very Good,F,I1,63.1,56.0,7.62,7.51,4.78,5998
10512,0.82,Very Good,D,SI1,61.3,56.0,6.02,6.06,3.7,3593
10513,1.26,Very Good,I,VS1,59.2,60.0,7.09,7.02,4.18,6855
10514,0.77,Good,F,VS1,59.3,56.0,5.98,6.03,3.56,3393
10515,0.46,Very Good,E,VS2,59.8,59.6,5.07,5.14,3.05,1267
10516,0.7,Premium,E,VS1,62.6,59.0,5.66,5.69,3.55,2887
10517,0.51,Very Good,F,SI1,62.0,54.0,5.15,5.18,3.2,1265
10518,2.23,Very Good,G,I1,63.5,57.0,8.24,8.2,5.22,7006
10519,0.32,Ideal,F,IF,61.3,57.0,4.4,4.44,2.71,929
10520,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1787
10521,1.11,Ideal,I,VS1,61.2,57.0,6.67,6.7,4.09,6758
10522,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1329
10523,0.33,Very Good,H,VVS2,61.8,57.0,4.43,4.46,2.74,614
10524,2.7,Very Good,H,SI2,63.1,56.0,8.84,8.78,5.56,14341
10525,0.24,Very Good,E,VS1,59.8,58.0,4.02,4.11,2.43,419
10526,0.74,Very Good,E,SI2,59.9,59.0,5.93,5.95,3.56,2638
10527,0.41,Ideal,E,VS1,62.7,57.0,4.72,4.76,2.97,1079
10528,0.53,Ideal,H,VVS1,62.4,54.0,5.18,5.2,3.24,1743
10529,0.7,Ideal,I,VS2,62.2,55.0,5.73,5.69,3.55,2268
10530,0.43,Ideal,G,SI2,61.3,56.0,4.89,4.87,2.99,935
10531,1.01,Ideal,I,SI1,61.9,59.0,6.38,6.42,3.96,4638
10532,0.3,Ideal,E,IF,62.6,53.0,4.29,4.33,2.7,943
10533,1.24,Very Good,J,VS1,62.4,59.4,6.81,6.89,4.27,5783
10534,1.2,Ideal,F,IF,61.6,57.0,6.84,6.79,4.2,14430
10535,0.71,Ideal,H,SI2,62.6,56.0,5.75,5.69,3.58,1800
10536,0.72,Fair,F,VS2,55.4,64.0,6.06,5.97,3.34,2724
10537,1.5,Very Good,I,VS2,60.1,60.0,7.38,7.35,4.43,8974
10538,0.32,Very Good,I,SI1,62.4,58.0,4.42,4.46,2.77,388
10539,1.05,Premium,G,SI2,61.7,56.0,6.57,6.53,4.04,4116
10540,1.0,Good,F,SI2,63.7,57.0,6.32,6.36,4.04,3906
10541,1.07,Very Good,G,VS1,58.6,60.0,6.65,6.76,3.93,6610
10542,1.5,Premium,H,SI2,61.4,62.0,7.4,7.25,4.49,7187
