id,carat,cut,color,clarity,depth,table,x,y,z
4432,1.54,Ideal,I,VS2,61.9,55.8,7.38,7.43,4.58
4433,1.31,Very Good,G,SI2,63.4,58.0,6.91,6.8,4.35
4434,0.71,Very Good,F,SI1,62.3,60.0,5.65,5.68,3.53
4435,2.01,Very Good,F,SI2,62.3,63.0,8.07,7.96,4.99
4436,0.3,Premium,H,VS1,62.5,58.0,4.27,4.34,2.69
4437,1.01,Premium,H,SI2,60.6,61.0,6.45,6.38,3.89
4438,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16
4439,1.75,Ideal,I,VS2,61.6,55.0,7.72,7.77,4.77
4440,0.72,Ideal,F,VS1,61.3,56.0,5.74,5.78,3.54
4441,1.01,Ideal,E,SI2,62.8,57.0,6.38,6.35,4.0
4442,0.32,Ideal,G,SI2,62.5,55.0,4.37,4.4,2.74
4443,0.4,Very Good,E,VVS2,62.1,59.0,4.67,4.7,2.91
4444,2.2,Ideal,G,SI2,62.0,57.0,8.31,8.27,5.14
4445,0.3,Ideal,H,VS1,62.1,56.0,4.28,4.32,2.67
4446,1.06,Ideal,H,SI2,62.7,57.0,6.46,6.5,4.06
4447,1.13,Ideal,H,VS1,61.6,55.0,6.7,6.74,4.14
4448,0.9,Ideal,E,SI2,62.6,56.0,6.15,6.06,3.82
4449,0.31,Ideal,D,VS2,61.2,55.0,4.46,4.36,2.7
4450,0.31,Ideal,G,VS2,61.8,57.0,4.36,4.34,2.69
4451,0.53,Ideal,H,VS2,61.7,56.0,5.17,5.21,3.2
4452,1.01,Very Good,G,VS2,63.5,57.0,6.36,6.39,4.05
4453,0.33,Very Good,E,VS2,62.8,56.0,4.4,4.42,2.77
4454,0.37,Ideal,E,VS2,62.7,56.0,4.6,4.55,2.87
4455,1.03,Premium,J,SI2,62.8,58.0,6.48,6.41,4.05
4456,0.54,Ideal,D,VS2,61.8,56.0,5.24,5.21,3.23
4457,1.03,Ideal,H,SI1,62.2,56.0,6.45,6.51,4.03
4458,0.62,Premium,E,VVS1,61.9,59.0,5.62,5.5,3.44
4459,0.72,Premium,E,SI1,60.9,60.0,5.78,5.74,3.51
4460,2.49,Ideal,J,SI1,63.8,54.0,8.56,8.49,5.45
4461,1.04,Ideal,G,VVS2,62.1,55.1,6.5,6.51,4.04
4462,0.3,Fair,E,VS1,64.5,56.0,4.26,4.2,2.73
4463,0.92,Ideal,G,SI2,63.0,57.0,6.16,6.13,3.87
4464,1.24,Premium,I,VVS2,62.7,58.0,6.85,6.89,4.31
4465,0.34,Premium,G,VVS2,61.7,56.0,4.51,4.47,2.77
4466,0.36,Premium,G,VS2,62.5,58.0,4.51,4.55,2.83
4467,0.5,Very Good,F,VS1,62.0,58.0,5.08,5.11,3.16
4468,0.58,Premium,G,VS1,59.9,58.0,5.49,5.37,3.25
4469,1.18,Very Good,E,VVS2,61.5,58.0,6.78,6.87,4.2
4470,0.8,Very Good,H,VVS1,61.9,56.0,5.93,5.96,3.69
4471,1.62,Good,J,SI2,64.2,62.0,7.33,7.41,4.73
4472,0.43,Ideal,G,VVS1,61.5,56.0,4.87,4.89,3.0
4473,0.38,Ideal,J,VVS2,61.4,56.0,4.68,4.7,2.88
4474,1.51,Ideal,J,VS1,61.8,59.0,7.36,7.39,4.56
4475,0.31,Premium,D,SI2,60.1,58.0,4.4,4.38,2.64
4476,0.9,Premium,H,VS2,60.6,60.0,6.24,6.3,3.8
4477,0.91,Very Good,G,SI1,62.2,57.0,6.12,6.17,3.82
4478,0.72,Good,F,VS2,58.0,57.0,5.93,6.01,3.46
4479,0.45,Premium,G,VVS1,60.8,58.0,4.92,4.98,3.01
4480,0.71,Ideal,E,VVS2,61.7,56.0,5.78,5.8,3.57
4481,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01
4482,0.4,Ideal,G,VS1,62.3,57.0,4.68,4.73,2.93
4483,0.32,Ideal,G,VS2,61.5,57.0,4.41,4.4,2.71
4484,0.66,Ideal,H,VS2,61.4,56.0,5.62,5.65,3.46
4485,0.23,Very Good,E,VVS1,61.3,60.0,3.95,4.01,2.44
4486,0.81,Ideal,H,SI1,61.9,56.0,5.92,5.97,3.68
4487,0.63,Ideal,J,SI2,61.4,54.0,5.54,5.56,3.41
4488,1.35,Very Good,H,VS2,62.3,57.0,7.06,7.12,4.42
4489,1.01,Good,G,SI1,63.4,58.0,6.28,6.33,4.0
4490,0.7,Ideal,D,SI2,62.6,57.0,5.63,5.68,3.54
4491,0.3,Premium,J,VS1,63.0,59.0,4.27,4.24,2.68
4492,2.14,Premium,H,VS2,61.7,58.0,8.28,8.22,5.09
4493,1.56,Good,H,SI1,63.7,57.0,7.34,7.25,4.65
4494,0.57,Good,D,SI1,62.2,64.0,5.29,5.23,3.27
4495,0.34,Very Good,H,SI2,58.6,62.0,4.6,4.62,2.7
4496,0.86,Good,G,SI2,63.2,53.0,6.06,6.1,3.84
4497,0.9,Very Good,D,VS1,63.4,58.0,6.15,6.09,3.88
4498,1.53,Ideal,I,VS1,62.8,55.0,7.4,7.35,4.63
4499,1.03,Ideal,G,SI1,61.9,56.0,6.46,6.5,4.01
4500,0.41,Premium,F,SI2,59.0,58.0,4.89,4.87,2.88
4501,0.44,Good,G,IF,58.5,61.0,4.99,5.03,2.93
4502,1.62,Premium,H,SI2,63.0,58.0,7.47,7.41,4.69
4503,0.83,Good,J,SI1,60.6,63.0,6.03,6.08,3.67
4504,1.51,Ideal,H,VS1,62.3,57.0,7.34,7.29,4.55
4505,0.41,Very Good,G,VVS2,61.6,56.0,4.76,4.78,2.94
4506,1.27,Ideal,J,VS2,61.5,57.0,6.93,6.98,4.28
4507,0.23,Very Good,F,VVS2,63.1,56.0,3.93,3.96,2.49
4508,0.24,Very Good,F,VS2,61.9,59.0,3.98,4.0,2.47
4509,1.05,Very Good,H,SI1,60.2,62.0,6.52,6.57,3.94
4510,0.52,Ideal,D,VS2,61.8,55.0,5.19,5.23,3.22
4511,1.2,Very Good,G,SI2,59.7,59.0,6.89,6.94,4.13
4512,0.3,Ideal,G,IF,61.3,55.0,4.33,4.35,2.66
4513,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04
4514,1.01,Fair,G,VS2,59.1,56.0,6.55,6.52,3.86
4515,1.61,Very Good,H,VS2,59.4,58.0,7.64,7.74,4.57
4516,0.32,Very Good,F,SI1,60.7,62.0,4.4,4.43,2.68
4517,0.3,Very Good,E,VVS2,61.4,58.0,4.25,4.28,2.62
4518,0.31,Premium,H,IF,60.5,58.0,4.44,4.38,2.67
4519,0.41,Ideal,H,VVS2,62.0,56.0,4.78,4.74,2.95
4520,1.07,Good,F,VS2,57.6,60.0,6.83,6.79,3.92
4521,0.7,Premium,H,SI1,62.2,57.0,5.74,5.71,3.56
4522,0.43,Premium,H,VS2,61.9,55.0,4.95,4.8,3.02
4523,0.4,Ideal,D,VVS2,60.9,57.0,4.74,4.78,2.9
4524,0.9,Premium,G,SI1,60.6,61.0,6.16,6.12,3.72
4525,1.0,Premium,F,I1,58.9,60.0,6.6,6.55,3.87
4526,0.3,Ideal,F,VS2,61.4,57.0,4.36,4.34,2.67
4527,0.23,Good,D,VVS1,60.3,66.0,3.91,3.95,2.37
4528,0.77,Ideal,G,VS1,62.2,56.0,5.9,5.85,3.66
4529,0.7,Very Good,I,VS1,62.7,58.0,5.61,5.65,3.53
4530,1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11
4531,0.52,Ideal,G,VVS2,60.8,57.0,5.2,5.17,3.15
4532,0.33,Premium,E,SI1,60.4,59.0,4.47,4.43,2.69
4533,0.41,Premium,E,VS2,62.1,58.0,4.78,4.75,2.96
4534,1.03,Ideal,G,VS1,61.8,56.0,6.46,6.51,4.01
4535,1.22,Very Good,I,VS2,59.6,58.0,6.95,6.98,4.15
4536,0.39,Ideal,F,VVS1,61.8,55.0,4.69,4.73,2.91
4537,0.4,Premium,G,SI1,62.0,59.0,4.72,4.7,2.92
4538,0.51,Premium,G,VS2,61.1,58.0,5.17,5.2,3.17
4539,0.36,Very Good,H,VS1,60.8,59.0,4.59,4.62,2.8
4540,2.01,Fair,G,SI2,63.8,59.0,7.77,7.87,4.99
4541,1.15,Ideal,G,SI2,62.8,57.0,6.7,6.65,4.19
4542,0.73,Very Good,E,SI1,61.6,59.0,5.77,5.78,3.56
4543,0.31,Premium,G,VS2,59.2,60.0,4.47,4.42,2.63
4544,1.24,Premium,I,VS2,62.1,55.0,6.91,6.87,4.28
4545,0.83,Very Good,E,SI2,58.0,62.0,6.19,6.25,3.61
4546,0.7,Very Good,G,VS1,61.0,57.0,5.69,5.72,3.48
4547,0.92,Very Good,D,SI2,62.4,60.0,6.21,6.25,3.89
4548,0.31,Ideal,D,VS2,62.2,54.0,4.34,4.31,2.69
4549,0.31,Ideal,G,VVS1,60.7,57.0,4.4,4.37,2.66
4550,1.01,Good,H,SI2,63.7,55.0,6.32,6.37,4.04
4551,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82
4552,0.3,Ideal,F,IF,62.1,55.0,4.32,4.35,2.69
4553,1.54,Ideal,I,VS2,60.7,56.0,7.51,7.46,4.54
4554,1.2,Premium,G,SI1,63.0,58.0,6.72,6.68,4.22
4555,0.31,Ideal,I,VS2,59.9,57.0,4.38,4.4,2.63
4556,0.2,Very Good,E,VS2,63.4,59.0,3.74,3.71,2.36
4557,0.42,Very Good,H,SI1,61.1,57.0,4.84,4.87,2.96
4558,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53
4559,2.0,Good,E,SI2,57.3,65.0,8.26,8.22,4.72
4560,0.31,Ideal,F,IF,61.1,54.0,4.39,4.42,2.69
4561,1.04,Very Good,E,VS1,63.0,55.0,6.45,6.5,4.08
4562,0.51,Good,H,SI2,63.7,61.0,4.99,4.96,3.17
4563,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15
4564,0.72,Ideal,E,VS1,61.9,55.0,5.74,5.77,3.56
4565,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59
4566,0.5,Good,D,SI1,64.1,56.0,5.03,4.98,3.21
4567,1.2,Ideal,H,SI2,61.6,57.0,6.84,6.79,4.2
4568,1.01,Very Good,D,VS2,60.6,56.0,6.45,6.51,3.93
4569,1.01,Ideal,F,SI1,61.7,56.0,6.45,6.48,3.99
4570,0.37,Ideal,D,VVS1,61.3,56.0,4.6,4.63,2.83
4571,0.31,Ideal,I,IF,62.0,54.0,4.36,4.42,2.72
4572,1.02,Premium,H,VS2,61.8,58.0,6.49,6.43,3.99
4573,0.91,Premium,G,SI1,62.6,58.0,6.14,6.17,3.85
4574,0.4,Very Good,F,VVS1,61.9,59.0,4.71,4.75,2.93
4575,0.51,Ideal,D,VS2,61.9,56.0,5.11,5.14,3.17
4576,0.3,Ideal,G,VVS1,61.8,56.0,4.34,4.37,2.69
4577,1.01,Good,H,SI2,65.7,60.0,6.17,6.19,4.06
4578,1.0,Very Good,D,VS1,61.2,62.0,6.35,6.39,3.9
4579,0.24,Very Good,D,VVS2,62.9,58.0,3.96,3.99,2.5
4580,4.01,Premium,I,I1,61.0,61.0,10.14,10.1,6.17
4581,0.55,Ideal,J,SI1,62.5,57.0,5.24,5.22,3.27
4582,0.31,Good,H,VS1,64.1,55.0,4.25,4.27,2.73
4583,1.24,Premium,F,SI2,62.2,58.0,6.86,6.8,4.25
4584,0.92,Very Good,H,VS1,59.7,63.0,6.34,6.29,3.77
4585,0.71,Ideal,F,VS1,61.4,56.0,5.75,5.78,3.54
4586,0.7,Premium,F,SI1,62.5,62.0,5.63,5.57,3.5
4587,0.24,Ideal,F,VVS2,61.5,56.0,3.99,4.01,2.46
4588,0.9,Ideal,F,VS2,62.6,56.0,6.16,6.23,3.88
4589,0.27,Ideal,D,VVS2,61.5,56.0,4.15,4.18,2.56
4590,1.31,Ideal,H,VS1,61.5,55.0,7.02,7.05,4.33
4591,1.25,Ideal,H,SI2,61.2,57.0,6.89,6.93,4.23
4592,0.71,Very Good,G,VVS2,61.2,58.0,5.68,5.72,3.49
4593,0.31,Ideal,H,VS1,62.1,54.0,4.37,4.3,2.69
4594,0.31,Ideal,G,VS1,62.4,55.0,4.35,4.33,2.71
4595,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36
4596,0.41,Very Good,I,VVS1,63.1,58.0,4.68,4.74,2.97
4597,0.92,Good,I,VS2,59.6,61.0,6.28,6.34,3.76
4598,1.01,Ideal,F,VS1,62.0,57.0,6.42,6.46,3.99
4599,0.5,Ideal,D,VS1,60.6,57.0,5.15,5.18,3.13
4600,0.32,Ideal,F,VS1,61.0,56.0,4.45,4.48,2.72
4601,0.31,Ideal,G,VVS2,62.6,57.0,4.33,4.29,2.7
4602,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24
4603,0.24,Very Good,E,VVS2,63.3,57.0,3.95,3.98,2.51
4604,1.36,Ideal,F,VVS2,61.6,56.0,7.17,7.08,4.39
4605,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18
4606,1.59,Premium,F,VS2,60.2,60.0,7.62,7.59,4.58
4607,0.72,Very Good,I,SI2,63.4,56.0,5.67,5.72,3.61
4608,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03
4609,1.26,Fair,G,SI2,53.2,61.0,7.44,7.36,3.94
4610,1.06,Ideal,G,SI2,62.2,57.0,6.51,6.49,4.04
4611,1.56,Premium,F,SI1,60.7,59.0,7.55,7.45,4.55
4612,1.22,Premium,I,SI1,61.2,59.0,6.86,6.9,4.21
4613,2.02,Ideal,J,SI1,59.8,60.0,8.21,8.16,4.9
4614,0.4,Premium,J,VS1,59.7,59.0,4.79,4.83,2.87
4615,1.01,Fair,G,VS2,64.5,57.0,6.26,6.2,4.02
4616,0.3,Very Good,D,VS1,59.7,58.0,4.39,4.32,2.6
4617,0.4,Very Good,F,VS1,62.5,57.0,4.69,4.72,2.94
4618,1.22,Ideal,H,SI1,62.2,56.0,6.84,6.89,4.27
4619,1.12,Premium,I,SI1,62.0,56.0,6.73,6.65,4.15
4620,0.72,Ideal,I,VS2,61.7,56.0,5.73,5.78,3.55
4621,0.32,Ideal,G,VS2,61.8,57.0,4.4,4.37,2.71
4622,1.24,Very Good,F,VVS2,62.0,55.0,6.88,6.95,4.29
4623,0.4,Premium,H,SI1,62.7,58.0,4.69,4.65,2.93
4624,0.23,Very Good,E,VVS2,61.2,60.0,3.92,3.96,2.41
4625,0.72,Ideal,F,VS2,61.1,56.0,5.83,5.79,3.55
4626,1.0,Ideal,F,VS2,62.0,55.0,6.43,6.48,4.0
4627,1.06,Premium,H,VS2,62.0,58.0,6.5,6.57,4.05
4628,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55
4629,2.0,Good,I,SI1,63.9,57.0,8.01,7.91,5.09
4630,0.91,Ideal,I,VVS2,60.6,57.0,6.25,6.27,3.79
4631,0.3,Ideal,F,SI1,61.9,56.0,4.29,4.33,2.67
4632,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72
4633,0.4,Ideal,E,VS1,61.6,56.0,4.73,4.78,2.93
4634,0.23,Very Good,D,VS2,62.9,57.0,3.92,3.97,2.48
4635,1.24,Premium,F,SI1,62.6,59.0,6.86,6.76,4.26
4636,0.79,Premium,H,SI1,63.0,54.0,5.9,5.86,3.69
4637,0.56,Ideal,G,VS2,61.7,56.0,5.3,5.34,3.28
4638,2.35,Premium,H,SI1,62.6,60.0,8.42,8.38,5.26
4639,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66
4640,1.02,Premium,G,VS1,62.0,56.0,6.5,6.43,4.01
4641,1.55,Premium,I,VS2,61.3,58.0,7.48,7.44,4.57
4642,1.3,Ideal,D,SI1,61.8,56.0,6.93,6.96,4.29
4643,0.7,Premium,F,SI1,62.6,55.0,5.65,4.5,3.0
4644,1.05,Premium,G,IF,60.6,60.0,6.59,6.57,3.99
4645,0.3,Ideal,H,VVS2,61.1,55.0,4.32,4.36,2.65
4646,0.4,Premium,D,VVS2,60.8,59.0,4.76,4.81,2.91
4647,0.63,Premium,E,VS2,62.4,59.0,5.5,5.46,3.42
4648,0.54,Ideal,E,VS2,61.7,55.0,5.27,5.24,3.24
4649,0.32,Premium,H,VS2,61.9,58.0,4.39,4.37,2.71
4650,0.52,Ideal,E,VS2,61.4,54.0,5.23,5.2,3.2
4651,2.12,Premium,G,SI2,62.6,59.0,8.18,8.12,5.1
4652,0.83,Premium,G,SI1,61.6,59.0,6.02,5.99,3.7
4653,2.0,Good,I,VS2,63.5,59.0,7.93,7.98,5.05
4654,0.9,Very Good,E,SI1,61.5,62.0,6.15,6.2,3.8
4655,0.3,Very Good,I,VVS2,61.9,61.0,4.28,4.32,2.66
4656,0.42,Ideal,G,VS1,61.2,54.0,4.82,4.86,2.96
4657,0.42,Very Good,G,VS2,60.1,61.0,4.79,4.86,2.9
4658,0.52,Premium,F,VS1,61.7,56.0,5.17,5.14,3.18
4659,0.32,Ideal,D,VS2,61.0,56.0,4.41,4.44,2.7
4660,0.4,Ideal,D,VS1,59.9,57.0,4.77,4.82,2.87
4661,0.54,Good,E,VVS2,57.5,61.0,5.47,5.39,3.12
4662,1.58,Very Good,H,VS2,61.4,60.0,7.49,7.44,4.58
4663,0.72,Very Good,E,VS2,59.8,57.0,5.84,5.89,3.51
4664,0.31,Very Good,I,VS2,59.3,59.0,4.38,4.42,2.61
4665,0.32,Ideal,F,VS2,61.1,57.0,4.4,4.44,2.7
4666,2.28,Ideal,J,VS2,62.7,57.0,8.43,8.36,5.26
4667,1.26,Premium,H,SI2,62.0,56.0,6.92,6.88,4.28
4668,1.5,Premium,F,SI1,62.2,58.0,7.36,7.34,4.57
4669,0.7,Ideal,G,SI1,61.2,57.0,5.71,5.79,3.52
4670,0.4,Ideal,D,VS2,62.2,55.0,4.72,4.74,2.94
4671,1.16,Fair,G,SI1,65.9,55.0,6.54,6.51,4.3
4672,0.33,Ideal,G,VS1,60.1,55.0,4.55,4.5,2.72
4673,1.04,Ideal,D,SI1,61.9,57.0,6.51,6.54,4.04
4674,0.42,Ideal,G,VVS2,62.7,56.0,4.77,4.74,2.98
4675,0.67,Very Good,F,VS2,59.4,59.5,5.7,5.76,3.4
4676,0.3,Ideal,E,VVS2,61.7,53.8,4.31,4.34,2.67
4677,0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78
4678,1.1,Ideal,G,SI2,62.6,56.0,6.64,6.58,4.14
4679,0.31,Ideal,E,VS2,61.8,54.0,4.41,4.36,2.71
4680,0.4,Premium,F,VVS1,61.1,59.0,4.78,4.75,2.91
4681,0.44,Good,F,SI2,56.6,63.0,5.11,5.06,2.88
4682,1.19,Ideal,H,I1,60.3,57.0,6.83,6.93,4.15
4683,1.12,Premium,G,VS2,61.7,56.0,6.72,6.61,4.11
4684,1.61,Premium,I,VS1,62.2,58.0,7.46,7.55,4.67
4685,0.51,Ideal,F,VS2,61.0,55.0,5.17,5.21,3.17
4686,1.16,Very Good,E,VS2,62.1,58.0,6.63,6.7,4.14
4687,0.41,Ideal,D,SI1,62.3,55.0,4.77,4.79,2.98
4688,0.37,Premium,D,VVS2,61.0,60.0,4.61,4.64,2.82
4689,1.0,Ideal,E,SI2,61.8,57.0,6.43,6.39,3.96
4690,1.02,Premium,I,VS2,61.1,59.0,6.4,6.37,3.9
4691,0.5,Good,E,VS1,61.1,58.2,5.08,5.12,3.11
4692,0.38,Ideal,G,VS2,60.4,57.0,4.68,4.71,2.83
4693,0.23,Very Good,E,IF,59.9,58.0,3.98,4.03,2.4
4694,0.56,Very Good,E,VS2,62.1,57.0,5.27,5.3,3.28
4695,0.41,Ideal,F,VS1,62.5,57.0,4.75,4.76,2.97
4696,0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7
4697,1.0,Premium,F,SI2,62.4,61.0,6.34,6.32,3.95
4698,1.15,Very Good,J,SI2,63.6,57.0,6.6,6.64,4.21
4699,0.32,Ideal,E,VVS2,62.3,56.0,4.37,4.4,2.73
4700,0.32,Premium,F,VS2,60.8,58.0,4.44,4.41,2.69
4701,1.5,Fair,D,I1,64.7,62.0,7.19,7.04,4.6
4702,0.25,Premium,E,VS2,59.7,61.0,4.1,4.08,2.44
4703,1.24,Premium,I,SI1,62.9,60.0,6.8,6.74,4.26
4704,0.26,Ideal,G,SI1,62.0,55.0,4.08,4.11,2.54
4705,0.31,Ideal,F,VS2,61.5,56.0,4.34,4.37,2.68
4706,0.4,Premium,F,VVS2,60.7,58.0,4.75,4.7,2.87
4707,0.42,Premium,F,VVS2,60.3,59.0,4.83,4.86,2.92
4708,0.78,Ideal,D,SI1,61.1,57.0,5.95,5.97,3.64
4709,1.03,Fair,I,SI2,65.3,55.0,6.32,6.27,4.11
4710,0.75,Ideal,G,SI1,61.6,55.0,5.82,5.86,3.6
4711,0.44,Ideal,G,VVS1,61.8,55.0,4.86,4.91,3.02
4712,0.61,Ideal,F,VS1,61.9,57.0,5.42,5.46,3.37
4713,0.32,Ideal,F,VVS1,61.8,56.0,4.42,4.45,2.74
4714,1.09,Premium,F,VS1,60.9,58.0,6.63,6.67,4.05
4715,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52
4716,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19
4717,1.04,Very Good,G,SI1,59.2,61.0,6.63,6.68,3.94
4718,1.0,Premium,E,SI1,60.3,62.0,6.33,6.25,3.79
4719,0.33,Ideal,F,IF,61.3,55.0,4.47,4.5,2.75
4720,0.72,Premium,E,VS2,61.1,59.0,5.8,5.75,3.53
4721,0.58,Ideal,F,VVS1,61.6,57.0,5.33,5.38,3.3
4722,1.8,Good,F,SI2,57.9,58.0,8.13,8.08,4.69
4723,0.36,Ideal,D,SI1,62.1,56.0,4.58,4.53,2.83
4724,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23
4725,1.01,Good,D,IF,63.4,59.0,6.26,6.39,4.01
4726,0.76,Fair,H,VVS2,64.8,57.0,5.67,5.81,3.71
4727,0.35,Premium,G,VS1,61.2,56.0,4.56,4.53,2.78
4728,0.71,Ideal,E,VS2,62.7,57.0,5.66,5.64,3.54
4729,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49
4730,0.34,Premium,H,VS1,62.1,58.0,4.49,4.46,2.78
4731,1.2,Very Good,G,VS1,61.0,59.0,6.81,6.86,4.17
4732,0.56,Ideal,E,VVS2,61.5,57.0,5.27,5.34,3.26
4733,1.58,Premium,G,VS2,62.6,59.0,7.47,7.44,4.67
4734,1.59,Ideal,J,SI1,62.4,55.0,7.48,7.45,4.66
4735,0.52,Ideal,H,VS1,62.0,55.0,5.15,5.19,3.2
4736,0.73,Ideal,D,VS2,61.9,56.0,5.76,5.81,3.58
4737,0.7,Very Good,I,VS2,62.3,58.0,5.58,5.65,3.5
4738,1.01,Premium,D,VS1,62.1,58.0,6.4,6.37,3.97
4739,1.39,Premium,I,I1,62.6,57.0,7.15,7.1,4.46
4740,0.72,Ideal,I,VS1,62.4,55.0,5.72,5.75,3.58
4741,0.32,Very Good,I,SI1,63.1,56.0,4.39,4.36,2.76
4742,1.01,Ideal,H,SI2,60.1,60.0,6.54,6.5,3.92
4743,0.42,Ideal,D,VS1,62.1,56.0,4.78,4.82,2.98
4744,0.7,Ideal,H,VS1,61.9,55.0,5.66,5.72,3.52
4745,0.39,Very Good,G,VS1,62.7,58.0,4.63,4.69,2.92
4746,0.4,Good,E,SI1,63.5,56.0,4.67,4.72,2.98
4747,1.87,Premium,E,SI1,61.9,58.0,7.94,7.88,4.9
4748,1.09,Premium,F,SI1,60.9,59.0,6.59,6.64,4.03
4749,0.31,Premium,G,VVS2,61.5,58.0,4.31,4.34,2.66
4750,0.33,Ideal,E,VVS1,62.2,54.0,4.46,4.48,2.78
4751,1.5,Ideal,F,VVS2,63.1,57.0,7.32,7.23,4.59
4752,0.44,Premium,I,VS1,62.8,56.0,4.88,4.83,3.05
4753,0.42,Ideal,D,VVS2,61.4,56.0,4.85,4.82,2.97
4754,0.7,Ideal,F,SI1,61.9,55.0,5.7,5.74,3.54
4755,0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75
4756,0.29,Ideal,H,VS2,62.8,55.0,4.24,4.27,2.67
4757,0.31,Good,F,SI1,63.5,56.0,4.3,4.33,2.74
4758,2.0,Premium,I,VS2,59.5,62.0,8.21,8.13,4.86
4759,0.5,Very Good,G,SI1,63.3,59.0,4.99,5.02,3.17
4760,0.76,Premium,I,VS2,62.8,61.0,5.78,5.74,3.62
4761,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97
4762,0.97,Very Good,F,VVS2,58.1,60.0,6.49,6.53,3.78
4763,1.01,Very Good,E,VS2,62.9,57.0,6.37,6.43,4.02
4764,0.92,Premium,E,VS1,60.9,61.0,6.25,6.22,3.8
4765,0.24,Very Good,E,VVS1,62.0,60.0,3.96,4.01,2.47
4766,1.31,Premium,J,VS1,62.3,56.0,7.06,6.99,4.38
4767,0.64,Very Good,F,SI1,60.7,59.0,5.51,5.59,3.37
4768,0.71,Ideal,H,VVS2,61.5,54.0,5.74,5.8,3.55
4769,0.56,Premium,E,VS2,62.1,57.0,5.3,5.27,3.28
4770,0.54,Premium,F,VS2,61.8,58.0,5.29,5.22,3.25
4771,0.5,Ideal,D,VS2,61.2,55.0,5.12,5.07,3.12
4772,0.82,Premium,H,VS2,62.6,59.0,5.99,5.93,3.73
4773,1.51,Ideal,G,VS1,61.9,57.0,7.37,7.34,4.55
4774,0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.19,3.16
4775,0.6,Ideal,D,VS2,60.4,57.0,5.53,5.49,3.33
4776,0.7,Good,E,VS1,65.5,57.0,5.46,5.54,3.6
4777,0.42,Very Good,H,SI1,59.5,57.0,4.78,5.11,2.94
4778,1.07,Premium,I,SI2,59.7,59.0,6.68,6.63,3.97
4779,0.4,Premium,I,VVS1,62.7,59.0,4.71,4.67,2.94
4780,0.93,Very Good,I,SI1,58.9,60.0,6.43,6.48,3.8
4781,0.3,Premium,H,VS2,62.3,58.0,4.33,4.31,2.69
4782,1.19,Premium,H,SI2,61.5,58.0,6.88,6.78,4.2
4783,1.14,Ideal,H,SI1,62.2,57.0,6.73,6.67,4.17
4784,1.59,Ideal,I,SI1,62.4,58.0,7.43,7.48,4.65
4785,0.5,Ideal,G,VVS2,60.5,55.0,5.15,5.13,3.11
4786,1.0,Good,H,SI2,63.7,58.0,6.28,6.15,3.96
4787,0.24,Very Good,D,VS1,61.1,60.0,3.96,3.99,2.43
4788,1.01,Good,H,SI1,60.6,61.0,6.35,6.39,3.86
4789,0.41,Premium,G,VS1,62.3,56.0,4.8,4.77,2.98
4790,0.8,Good,F,SI2,63.9,57.0,5.86,5.84,3.74
4791,0.38,Ideal,E,VS1,62.1,57.0,4.62,4.65,2.88
4792,1.2,Ideal,J,VS2,62.3,57.0,6.82,6.75,4.23
4793,0.31,Ideal,I,VS2,61.0,57.0,4.37,4.38,2.67
4794,0.35,Ideal,D,VVS2,61.6,54.0,4.55,4.57,2.81
4795,0.41,Premium,D,VVS2,61.9,59.0,4.75,4.78,2.95
4796,1.04,Premium,G,SI1,60.3,58.0,6.6,6.55,3.96
4797,0.51,Ideal,E,VS2,61.6,55.0,5.15,5.2,3.19
4798,0.3,Ideal,D,VS2,62.3,54.0,4.33,4.3,2.69
4799,0.41,Very Good,G,SI1,62.7,55.0,4.77,4.8,3.0
4800,0.7,Premium,G,VVS1,62.8,58.0,5.68,5.62,3.55
4801,0.31,Ideal,G,VS2,61.1,55.0,4.39,4.41,2.69
